lat,lon,alt
32.869514,-117.220803,113.5
32.869515,-117.220803,113.5
32.869516,-117.220803,113.5
32.869517,-117.220803,113.5
32.869519,-117.220805,113.5
32.86952,-117.220809,113.6
32.86952,-117.220807,113.6
32.869519,-117.220807,113.6
32.86952,-117.220805,113.6
32.86952,-117.220803,113.7
32.86952,-117.220801,113.6
32.869519,-117.220801,113.6
32.869518,-117.2208,113.6
32.869512,-117.220796,113.6
32.869512,-117.220793,113.6
32.869507,-117.220793,113.6
32.869503,-117.220793,113.6
32.869502,-117.220794,113.6
32.869501,-117.220795,113.6
32.869501,-117.220795,113.5
32.8695,-117.220794,113.5
32.869499,-117.220794,113.5
32.86949,-117.220801,113.6
32.869491,-117.220801,113.6
32.869493,-117.220801,113.6
32.869494,-117.2208,113.6
32.869495,-117.220799,113.6
32.869496,-117.220797,113.7
32.869497,-117.220796,113.7
32.869498,-117.220796,113.6
32.869499,-117.220794,113.6
32.869499,-117.220795,113.6
32.869498,-117.220794,113.7
32.869497,-117.220794,113.7
32.869495,-117.220793,113.8
32.869497,-117.220793,113.8
32.869493,-117.220792,113.8
32.869488,-117.22079,113.7
32.869487,-117.220788,113.7
32.869487,-117.220787,113.6
32.869487,-117.220786,113.6
32.869488,-117.220786,113.5
