lat,lon,alt
32.869475,-117.220805,101.5
32.869476,-117.220804,101.6
32.869477,-117.220803,101.6
32.869478,-117.220802,101.6
32.869478,-117.220803,101.5
32.869479,-117.220803,101.5
32.86948,-117.220803,101.6
32.86948,-117.220804,101.7
32.869481,-117.220803,101.7
32.86948,-117.220803,101.7
32.869481,-117.220802,101.7
32.869482,-117.2208,101.7
32.869482,-117.2208,101.7
32.869482,-117.2208,101.7
32.869482,-117.2208,101.7
32.869482,-117.2208,101.7
32.869482,-117.2208,101.7
32.869482,-117.220799,101.7
