lat,lon,alt
32.869428,-117.220835,101.8
32.869427,-117.220836,101.7
32.869427,-117.220837,101.6
32.869428,-117.220837,101.6
32.869431,-117.220832,101.6
32.869433,-117.220824,101.6
32.869434,-117.220817,101.6
32.869434,-117.220813,101.6
32.869436,-117.220809,101.7
32.869436,-117.220805,101.7
32.869436,-117.220802,101.7
32.869436,-117.220801,101.6
32.869435,-117.220802,101.6
32.869435,-117.220801,101.6
32.869434,-117.220801,101.6
32.869434,-117.220801,101.6
32.869435,-117.220802,101.6
32.869434,-117.220801,101.4
